A,A_over_R,B,B_over_R,E,F,F_and_A,F_and_A_over_F,F_and_B,F_and_B_minus_A,F_and_B_over_F,F_fully_applied,F_fully_applied_and_A,F_fully_applied_and_B,F_not_B,R,copy_only_gain,copy_only_percentage_points_on_R,copy_relative_gain_over_A,family,input_profile,population,pre_post_both_checkable,source_records,split,still_unexpressible,validator_profile,vocabulary_profile
10380,0.9806329711856401,10402,0.9827113840340104,10558,9389,9387,0.999786984769411,9387,0,0.999786984769411,9389,9387,9387,2,10585,22,0.20784128483703354,0.002119460500963391,inverse,factorized,existing_sample,9415,10585,test,183,audited_v3_bounded,existing_train_val_minocc100
8102,0.5401333333333334,8433,0.5622,12618,12504,7325,0.5858125399872041,7637,312,0.6107645553422905,12504,7325,7637,4867,15000,331,2.2066666666666666,0.040854110096272524,itemRequiresStatement,factorized,existing_sample,15000,15000,test,6567,audited_v3_bounded,existing_train_val_minocc100
1010,0.9824902723735408,1018,0.9902723735408561,229,218,212,0.9724770642201835,217,5,0.9954128440366973,218,212,217,1,1028,8,0.7782101167315175,0.007920792079207921,oneOf,factorized,existing_sample,229,1028,test,10,audited_v3_bounded,existing_train_val_minocc100
15608,0.8691391023499276,15707,0.8746519656977392,12491,7897,7890,0.9991135874382677,7891,1,0.9992402178042294,7897,7890,7891,6,17958,99,0.5512863347811561,0.0063429010763710915,single,factorized,existing_sample,13625,17958,test,2251,audited_v3_bounded,existing_train_val_minocc100
4353,0.985733695652174,4357,0.9866394927536232,4412,1495,1493,0.9986622073578595,1493,0,0.9986622073578595,1495,1493,1493,2,4416,4,0.09057971014492754,0.0009189065012634965,symmetric,factorized,existing_sample,1497,4416,test,59,audited_v3_bounded,existing_train_val_minocc100
14282,0.9520063991467804,14352,0.9566724436741768,10241,9616,9595,0.9978161397670549,9599,4,0.9982321131447587,9616,9595,9599,17,15002,70,0.4666044527396347,0.004901274331326145,type,factorized,existing_sample,14347,15002,test,650,audited_v3_bounded,existing_train_val_minocc100
12483,0.8320335932813437,12607,0.8402986069452776,7970,6791,5301,0.7805919599469887,5388,87,0.793403033426594,6791,5301,5388,1403,15003,124,0.826501366393388,0.009933509573019306,valueRequiresStatement,factorized,existing_sample,11438,15003,test,2396,audited_v3_bounded,existing_train_val_minocc100
14396,0.9597973198213214,14459,0.9639975998399893,7153,5702,5692,0.9982462293931954,5695,3,0.9987723605752368,5702,5692,5695,7,14999,63,0.4200280018667911,0.0043762156154487355,valueType,factorized,existing_sample,12394,14999,test,540,audited_v3_bounded,existing_train_val_minocc100
66210,0.9401223962400784,66341,0.9419824783108751,69533,53662,53419,0.9954716559203906,53475,56,0.9965152249263911,53662,53419,53475,187,70427,131,0.18600820707967114,0.0019785530886573025,conflictWith,factorized,existing_sample,70423,70427,train,4086,audited_v3_bounded,existing_train_val_minocc100
155110,0.9709971641949882,155119,0.9710535046919114,159709,159043,154418,0.9709198141383147,154425,7,0.9709638273925919,159043,154418,154425,4618,159743,9,0.005634049692318286,5.802333827606215e-05,distinct,factorized,existing_sample,159728,159743,train,4624,audited_v3_bounded,existing_train_val_minocc100
48187,0.978277199179812,48292,0.9804088758958117,49124,43798,43798,1.0,43798,0,1.0,43798,43798,43798,0,49257,105,0.21316767159997563,0.002179010936559653,inverse,factorized,existing_sample,43920,49257,train,965,audited_v3_bounded,existing_train_val_minocc100
38643,0.5520349709289867,40078,0.5725346780760275,58863,58233,34640,0.5948517163807463,35940,1300,0.6171758281386842,58233,34640,35940,22293,70001,1435,2.0499707147040755,0.03713479802292783,itemRequiresStatement,factorized,existing_sample,69986,70001,train,29923,audited_v3_bounded,existing_train_val_minocc100
4765,0.9931221342225928,4765,0.9931221342225928,1163,1112,1112,1.0,1112,0,1.0,1112,1112,1112,0,4798,0,0.0,0.0,oneOf,factorized,existing_sample,1163,4798,train,33,audited_v3_bounded,existing_train_val_minocc100
73185,0.8732564105623635,73659,0.87891226269882,58376,36850,36847,0.9999185888738128,36847,0,0.9999185888738128,36850,36847,36847,3,83807,474,0.5655852136456382,0.006476737036277926,single,factorized,existing_sample,63501,83807,train,10148,audited_v3_bounded,existing_train_val_minocc100
20431,0.9848638226078573,20462,0.9863581585924319,20733,7098,7098,1.0,7098,0,1.0,7098,7098,7098,0,20745,31,0.14943359845745963,0.0015173021389065637,symmetric,factorized,existing_sample,7104,20745,train,283,audited_v3_bounded,existing_train_val_minocc100
66795,0.9542142857142857,67053,0.9579,47739,44965,44890,0.9983320360280218,44900,10,0.9985544312242856,44965,44890,44900,65,70000,258,0.36857142857142855,0.0038625645632158097,type,factorized,existing_sample,67029,70000,train,2947,audited_v3_bounded,existing_train_val_minocc100
58264,0.8323428571428572,58806,0.8400857142857143,37475,31762,24655,0.776242050248725,25072,417,0.7893709464139538,31762,24655,25072,6690,70000,542,0.7742857142857142,0.009302485239599066,valueRequiresStatement,factorized,existing_sample,52951,70000,train,11194,audited_v3_bounded,existing_train_val_minocc100
67267,0.9609434150940701,67535,0.9647719318295452,33235,26326,26297,0.9988984274101649,26297,0,0.9988984274101649,26326,26297,26297,29,70001,268,0.38285167354752075,0.003984122972631453,valueType,factorized,existing_sample,57674,70001,train,2466,audited_v3_bounded,existing_train_val_minocc100
14212,0.9416909620991254,14242,0.9436787702093824,14913,11536,11492,0.9961858529819695,11504,12,0.9972260748959778,11536,11492,11504,32,15092,30,0.198780811025709,0.0021108922037714607,conflictWith,factorized,existing_sample,15087,15092,val,850,audited_v3_bounded,existing_train_val_minocc100
33275,0.9720153068676424,33276,0.9720445184471125,34229,34091,33135,0.9719574081135783,33135,0,0.9719574081135783,34091,33135,33135,956,34233,1,0.002921157947010195,3.005259203606311e-05,distinct,factorized,existing_sample,34231,34233,val,957,audited_v3_bounded,existing_train_val_minocc100
10294,0.97861013404316,10317,0.9807966536743037,10496,9371,9371,1.0,9371,0,1.0,9371,9371,9371,0,10519,23,0.2186519631143645,0.0022343112492714205,inverse,factorized,existing_sample,9394,10519,val,202,audited_v3_bounded,existing_train_val_minocc100
8369,0.558007734364582,8672,0.5782104280570742,12616,12501,7486,0.5988320934325254,7759,273,0.6206703463722902,12501,7486,7759,4742,14998,303,2.0202693692492333,0.03620504241844904,itemRequiresStatement,factorized,existing_sample,14998,14998,val,6326,audited_v3_bounded,existing_train_val_minocc100
1020,0.9912536443148688,1020,0.9912536443148688,244,234,234,1.0,234,0,1.0,234,234,234,0,1029,0,0.0,0.0,oneOf,factorized,existing_sample,244,1029,val,9,audited_v3_bounded,existing_train_val_minocc100
15722,0.8754872480231651,15827,0.8813342243011472,12570,8019,8019,1.0,8019,0,1.0,8019,8019,8019,0,17958,105,0.5846976277981958,0.006678539626001781,single,factorized,existing_sample,13655,17958,val,2131,audited_v3_bounded,existing_train_val_minocc100
4422,0.9868332961392546,4433,0.9892881053336309,4480,1541,1541,1.0,1541,0,1.0,1541,1541,1541,0,4481,11,0.24548091943762554,0.0024875621890547263,symmetric,factorized,existing_sample,1542,4481,val,48,audited_v3_bounded,existing_train_val_minocc100
14350,0.9566028931404573,14390,0.9592693820411973,10201,9615,9597,0.9981279251170047,9599,2,0.9983359334373375,9615,9597,9599,16,15001,40,0.26664889007399506,0.0027874564459930314,type,factorized,existing_sample,14350,15001,val,611,audited_v3_bounded,existing_train_val_minocc100
12476,0.8317887859190612,12571,0.8381225415027669,8073,6828,5324,0.7797305213825425,5395,71,0.7901288810779145,6828,5324,5395,1433,14999,95,0.633375558370558,0.007614620070535428,valueRequiresStatement,factorized,existing_sample,11360,14999,val,2428,audited_v3_bounded,existing_train_val_minocc100
14411,0.9607333333333333,14478,0.9652,7204,5738,5732,0.9989543394911119,5732,0,0.9989543394911119,5738,5732,5732,6,15000,67,0.44666666666666666,0.004649226285476372,valueType,factorized,existing_sample,12388,15000,val,522,audited_v3_bounded,existing_train_val_minocc100
855320,0.8952433784625369,860002,0.9001439180242934,765772,661595,610564,0.9228667084847981,613126,2562,0.9267391682222508,661595,610564,613126,48469,955405,4682,0.4900539561756533,0.00547397465276154,overall,passive,existing_sample,847993,955405,overall,95403,audited_v3_bounded,clean_parent_train_minocc100
128141,0.8941151022914399,128855,0.8990971001144324,114796,99272,91557,0.9222842291884922,91955,398,0.9262934160689822,99272,91557,91955,7317,143316,714,0.49819978229925477,0.005571987107951397,overall,passive,existing_sample,127265,143316,test,14461,audited_v3_bounded,clean_parent_train_minocc100
598857,0.8954482721496937,602110,0.9003123602864325,535950,462849,427174,0.9229230267322605,428964,1790,0.9267903787196257,462849,427174,428964,33885,668779,3253,0.48640881367387434,0.005432014654583648,overall,passive,existing_sample,593479,668779,train,66669,audited_v3_bounded,clean_parent_train_minocc100
128322,0.8954155327611472,129037,0.9004047170469611,115026,99474,91833,0.9231859581398154,92207,374,0.9269457345638056,99474,91833,92207,7267,143310,715,0.49891842858139696,0.005571920637147176,overall,passive,existing_sample,127249,143310,val,14273,audited_v3_bounded,clean_parent_train_minocc100
94599,0.9402357571661432,94796,0.9421937741024927,99344,76783,76436,0.9954807704830496,76515,79,0.9965096440618366,76783,76436,76515,268,100612,197,0.1958016936349541,0.0020824744447615726,conflictWith,passive,existing_sample,100600,100612,overall,5816,audited_v3_bounded,clean_parent_train_minocc100
221609,0.9710833976021874,221619,0.971127217275468,228164,227209,220620,0.9710002684752804,220627,7,0.9710310771140228,227209,220620,220627,6582,228208,10,0.004381967328051602,4.512452111601966e-05,distinct,passive,existing_sample,228189,228208,overall,6589,audited_v3_bounded,clean_parent_train_minocc100
68855,0.9785960972697944,69007,0.9807563849291511,70178,62558,62554,0.9999360593369353,62554,0,0.9999360593369353,62558,62554,62554,4,70361,152,0.2160287659356746,0.0022075375789703,inverse,passive,existing_sample,62729,70361,overall,1354,audited_v3_bounded,clean_parent_train_minocc100
55073,0.5507355073550736,57130,0.5713057130571306,84097,83238,49433,0.5938753934501069,51306,1873,0.6163771354429467,83238,49433,51306,31932,99999,2057,2.057020570205702,0.037350425798485645,itemRequiresStatement,passive,existing_sample,99984,99999,overall,42869,audited_v3_bounded,clean_parent_train_minocc100
6790,0.9905178701677607,6803,0.9924142961342086,1636,1564,1552,0.9923273657289002,1563,11,0.9993606138107417,1564,1552,1563,1,6855,13,0.18964259664478483,0.001914580265095729,oneOf,passive,existing_sample,1636,6855,overall,52,audited_v3_bounded,clean_parent_train_minocc100
104488,0.8727479264635868,105168,0.8784277039499512,83437,52766,52755,0.9997915324261836,52756,1,0.9998104840238032,52766,52755,52756,10,119723,680,0.5679777486364358,0.006507924354949851,single,passive,existing_sample,90781,119723,overall,14555,audited_v3_bounded,clean_parent_train_minocc100
29204,0.9852236691181432,29251,0.9868092571351461,29625,10134,10132,0.9998026445628577,10132,0,0.9998026445628577,10134,10132,10132,2,29642,47,0.15855880170029013,0.0016093685796466238,symmetric,passive,existing_sample,10143,29642,overall,391,audited_v3_bounded,clean_parent_train_minocc100
95422,0.9541913742587722,95790,0.9578712638620841,68181,64196,64081,0.9982086111284192,64098,17,0.9984734251355225,64196,64081,64098,98,100003,368,0.36798896033119005,0.0038565529961644067,type,passive,existing_sample,95726,100003,overall,4213,audited_v3_bounded,clean_parent_train_minocc100
83205,0.8320333593328133,83969,0.8396732065358693,53518,45381,35278,0.7773737907935039,35851,573,0.7900002203565368,45381,35278,35851,9530,100002,764,0.7639847203055938,0.009182140496364401,valueRequiresStatement,passive,existing_sample,75749,100002,overall,16033,audited_v3_bounded,clean_parent_train_minocc100
96075,0.96075,96469,0.96469,47592,37766,37723,0.9988614097336228,37724,1,0.9988878885770269,37766,37723,37724,42,100000,394,0.394,0.00410096278948738,valueType,passive,existing_sample,82456,100000,overall,3531,audited_v3_bounded,clean_parent_train_minocc100
14187,0.9399721725303121,14218,0.9420261048168025,14898,11585,11528,0.9950798446266724,11539,11,0.9960293482952093,11585,11528,11539,46,15093,31,0.2053932286490426,0.002185099034327201,conflictWith,passive,existing_sample,15090,15093,test,875,audited_v3_bounded,clean_parent_train_minocc100
33226,0.970612292591727,33226,0.970612292591727,34226,34075,33069,0.970476889214967,33069,0,0.970476889214967,34075,33069,33069,1006,34232,0,0.0,0.0,distinct,passive,existing_sample,34230,34232,test,1006,audited_v3_bounded,clean_parent_train_minocc100
10381,0.9807274444969296,10403,0.9828058573452999,10558,9389,9387,0.999786984769411,9387,0,0.999786984769411,9389,9387,9387,2,10585,22,0.20784128483703354,0.0021192563336865427,inverse,passive,existing_sample,9415,10585,test,182,audited_v3_bounded,clean_parent_train_minocc100
8165,0.5443333333333333,8477,0.5651333333333334,12618,12504,7374,0.5897312859884837,7669,295,0.6133237364043506,12504,7374,7669,4835,15000,312,2.08,0.03821187997550521,itemRequiresStatement,passive,existing_sample,15000,15000,test,6523,audited_v3_bounded,clean_parent_train_minocc100
1014,0.9863813229571985,1018,0.9902723735408561,229,218,214,0.981651376146789,217,3,0.9954128440366973,218,214,217,1,1028,4,0.38910505836575876,0.0039447731755424065,oneOf,passive,existing_sample,229,1028,test,10,audited_v3_bounded,clean_parent_train_minocc100
15615,0.8695289007684598,15713,0.8749860786279096,12491,7897,7892,0.9993668481701912,7893,1,0.999493478536153,7897,7892,7893,4,17958,98,0.5457177859449828,0.00627601665065642,single,passive,existing_sample,13625,17958,test,2245,audited_v3_bounded,clean_parent_train_minocc100
4354,0.9859601449275363,4358,0.9868659420289855,4412,1495,1493,0.9986622073578595,1493,0,0.9986622073578595,1495,1493,1493,2,4416,4,0.09057971014492754,0.0009186954524575103,symmetric,passive,existing_sample,1497,4416,test,58,audited_v3_bounded,clean_parent_train_minocc100
14293,0.9527396347153713,14359,0.9571390481269164,10241,9616,9598,0.9981281198003328,9602,4,0.9985440931780366,9616,9598,9602,14,15002,66,0.4399413411545127,0.004617645001049464,type,passive,existing_sample,14347,15002,test,643,audited_v3_bounded,clean_parent_train_minocc100
12499,0.8331000466573352,12619,0.8410984469772712,7970,6791,5306,0.7813282285377706,5390,84,0.7936975408629068,6791,5306,5390,1401,15003,120,0.7998400319936013,0.009600768061444916,valueRequiresStatement,passive,existing_sample,11438,15003,test,2384,audited_v3_bounded,clean_parent_train_minocc100
14407,0.9605307020468031,14464,0.9643309553970265,7153,5702,5696,0.9989477376359173,5696,0,0.9989477376359173,5702,5696,5696,6,14999,57,0.3800253350223348,0.003956410078434095,valueType,passive,existing_sample,12394,14999,test,535,audited_v3_bounded,clean_parent_train_minocc100
66210,0.9401223962400784,66341,0.9419824783108751,69533,53662,53419,0.9954716559203906,53475,56,0.9965152249263911,53662,53419,53475,187,70427,131,0.18600820707967114,0.0019785530886573025,conflictWith,passive,existing_sample,70423,70427,train,4086,audited_v3_bounded,clean_parent_train_minocc100
155110,0.9709971641949882,155119,0.9710535046919114,159709,159043,154418,0.9709198141383147,154425,7,0.9709638273925919,159043,154418,154425,4618,159743,9,0.005634049692318286,5.802333827606215e-05,distinct,passive,existing_sample,159728,159743,train,4624,audited_v3_bounded,clean_parent_train_minocc100
48187,0.978277199179812,48292,0.9804088758958117,49124,43798,43798,1.0,43798,0,1.0,43798,43798,43798,0,49257,105,0.21316767159997563,0.002179010936559653,inverse,passive,existing_sample,43920,49257,train,965,audited_v3_bounded,clean_parent_train_minocc100
38643,0.5520349709289867,40078,0.5725346780760275,58863,58233,34640,0.5948517163807463,35940,1300,0.6171758281386842,58233,34640,35940,22293,70001,1435,2.0499707147040755,0.03713479802292783,itemRequiresStatement,passive,existing_sample,69986,70001,train,29923,audited_v3_bounded,clean_parent_train_minocc100
4765,0.9931221342225928,4765,0.9931221342225928,1163,1112,1112,1.0,1112,0,1.0,1112,1112,1112,0,4798,0,0.0,0.0,oneOf,passive,existing_sample,1163,4798,train,33,audited_v3_bounded,clean_parent_train_minocc100
73185,0.8732564105623635,73659,0.87891226269882,58376,36850,36847,0.9999185888738128,36847,0,0.9999185888738128,36850,36847,36847,3,83807,474,0.5655852136456382,0.006476737036277926,single,passive,existing_sample,63501,83807,train,10148,audited_v3_bounded,clean_parent_train_minocc100
